ibge_cod,regiao,uf,nome,porte,snt,media_mortes,pc1,prioridade,media_pop,media_frota,meta_pop,meta_veic,meta,meta_round,var,var_perc
412650,Sul,Paraná,Sertanópolis,Menor porte,Não municipalizado,4.666666666666667,-0.296588835635616,22,16368.333333333334,13001,3.8623917254126967,4.632873051224943,4.24763238831882,4,-0.4190342783478469,-0.08979305964596719
150616,Norte,Pará,Rio Maria,Menor porte,Não municipalizado,4.333333333333333,-1.10751887485581e-4,23,18193.333333333332,8167.333333333333,3.7692896874725323,3.4797012478132596,3.624495467642896,4,-0.708837865690437,-0.1635779690054855
170310,Norte,Tocantins,Barrolândia,Menor porte,Não municipalizado,1,-1.21895044585164,23,5632.333333333333,1848.6666666666667,1.1669052372521689,0.7876264435708245,0.9772658404114967,1,-0.022734159588503333,-0.022734159588503333
171670,Norte,Tocantins,Colméia,Menor porte,Não municipalizado,2.333333333333333,-0.152030752383034,23,8205.333333333334,4818.666666666667,1.6999786542107707,2.052998173144579,1.876488413677675,2,-0.4568449196556581,-0.19579067985242493
170610,Norte,Tocantins,Cristalândia,Menor porte,Não municipalizado,1.333333333333333,-1.22005247598527,23,7289,2654.3333333333335,1.510132971710551,1.1308816029849396,1.3205072873477453,1,-0.012826045985587786,-0.009619534489190841
171150,Norte,Tocantins,Jaú do Tocantins,Menor porte,Não municipalizado,0.666666666666667,-1.14693192700645,23,3848.6666666666665,994,0.7973656784821886,0.42349478087417936,0.61043022967818406,1,-0.05623643698848291,-0.08435465548272432
172085,Norte,Tocantins,Sucupira,Menor porte,Não municipalizado,0.333333333333333,-1.16600680736593,23,1966,501,0.40731532753230115,0.21345159478668393,0.31038346115949256,0,-0.022949872173840424,-0.06884961652152134
172125,Norte,Tocantins,Tupirama,Menor porte,Não municipalizado,0.333333333333333,0.0415594794224661,23,1891,530.6666666666666,0.39177684860812895,0.2260911103795082,0.30893397949381857,0,-0.024399353839514415,-0.07319806151854333
241190,Nordeste,Rio Grande do Norte,São Francisco do Oeste,Menor porte,Não municipalizado,1.333333333333333,-0.787767531730697,23,4227.666666666667,1603,0.8758867919790057,0.6829598930999089,0.7794233425394572,1,-0.5539099907938758,-0.415432493095407
314505,Sudeste,Minas Gerais,Nova Porteirinha,Menor porte,Não municipalizado,2,-0.584832944142743,23,7500.333333333333,2366,1.5539169523235516,1.0080368727850182,1.280976912554285,1,-0.7190230874457151,-0.35951154372285754
316330,Sudeste,Minas Gerais,São José do Divino,Menor porte,Não municipalizado,0.666666666666667,-0.607075608563401,23,3860.3333333333335,1182.6666666666667,0.7997827752037266,0.5038764193633763,0.6518295972835515,1,-0.014837069383115464,-0.022255604074673186
320350,Sudeste,Espírito Santo,Montanha,Menor porte,Não municipalizado,3.666666666666667,-0.944573254655478,23,18832.333333333332,7214,3.9016775279064793,3.0735325444932893,3.4876050361998843,3,-0.1790616304667827,-0.04883499012730437
412667,Sul,Paraná,Tamarana,Menor porte,Não municipalizado,4.333333333333333,0.00661074774456122,23,14795,6942.666666666667,3.065223942441707,2.9579306827791436,3.0115773126104255,3,-1.3217560207229075,-0.30502062016682485
510735,Centro-Oeste,Mato Grosso,São José do Xingu,Menor porte,Municipalizado,1.666666666666667,-0.178348537435466,23,5594.666666666667,1769.6666666666667,1.1591014678369183,0.7539684076663373,0.9565349377516278,1,-0.7101317289150392,-0.4260790373490234
120070,Norte,Acre,Xapuri,Menor porte,Não municipalizado,3,-0.258875230982691,24,19322.333333333332,4227,2.6327311069483614,2.945482163267762,2.7891066351080616,3,-0.21089336489193844,-0.07029778829731281
150175,Norte,Pará,Brejo Grande do Araguaia,Menor porte,Não municipalizado,1.666666666666667,-0.214259452649639,24,7380,1413.6666666666667,1.0055491349877814,0.9850792409446083,0.9953141879661949,1,-0.6713524787004721,-0.4028114872202832
150276,Norte,Pará,Cumaru do Norte,Menor porte,Não municipalizado,1.333333333333333,-0.629454043296637,24,13471,1119.6666666666667,1.83546780452851,0.7802124900572835,1.3078401472928967,1,-0.025493186040436377,-0.019119889530327287
150750,Norte,Pará,São João do Araguaia,Menor porte,Não municipalizado,2.333333333333333,0.0135448978262544,24,13995.666666666666,1705,1.906955353691598,1.188087790009826,1.5475215718507118,2,-0.7858117614826212,-0.3367764692068377
170215,Norte,Tocantins,Araguanã,Menor porte,Não municipalizado,1,-0.23587860713578301,24,5728.333333333333,1110.3333333333333,0.7805041501700551,0.773708783679908,0.7771064669249816,1,-0.22289353307501836,-0.22289353307501836
170270,Norte,Tocantins,Aurora do Tocantins,Menor porte,Não municipalizado,0.666666666666667,-0.434390198712273,24,3757,749.3333333333334,0.5119035366055684,0.5221547120121385,0.5170291243088534,1,-0.14963754235781357,-0.22445631353672024
170382,Norte,Tocantins,Cachoeirinha,Menor porte,Não municipalizado,0.666666666666667,0.0559074746151288,24,2275,462.3333333333333,0.3099761899860708,0.3221657409078453,0.316070965446958,0,-0.35059570121970896,-0.5258935518295632
170389,Norte,Tocantins,Carrasco Bonito,Menor porte,Não municipalizado,0.666666666666667,-0.417559080129258,24,4094.6666666666665,623.6666666666666,0.5579117242181529,0.43458695114533413,0.4962493376817435,0,-0.17041732898492346,-0.25562599347738507
170720,Norte,Tocantins,Dois Irmãos do Tocantins,Menor porte,Não municipalizado,1.333333333333333,-0.293638343826009,24,7198,1761.3333333333333,0.9807510397888957,1.2273423035018414,1.1040466716453685,1,-0.22928666168796452,-0.17196499626597342
171240,Norte,Tocantins,Lizarda,Menor porte,Não municipalizado,0.666666666666667,-0.694676494574934,24,3740.3333333333335,401.6666666666667,0.5096326487668426,0.27989164945490524,0.39476214911087393,0,-0.27190451755579303,-0.4078567763336894
171370,Norte,Tocantins,Monte Santo do Tocantins,Menor porte,Não municipalizado,0.666666666666667,-0.602569419501646,24,2279,514,0.310521203067365,0.3581684012111733,0.3343448021392692,0,-0.33232186452739776,-0.4984827967910964
171510,Norte,Tocantins,Novo Acordo,Menor porte,Não municipalizado,0.666666666666667,0.0199423544393486,24,4342,960,0.5916116997448437,0.6689526559586116,0.6302821778517277,1,-0.036384488814939275,-0.05457673322240889
171380,Norte,Tocantins,Palmeiras do Tocantins,Menor porte,Não municipalizado,1.333333333333333,-0.564692305063261,24,6657.666666666667,1390,0.9071288560574055,0.9685876997734064,0.9378582779154059,1,-0.39547505541792716,-0.2966062915634454
171720,Norte,Tocantins,Piraquê,Menor porte,Não municipalizado,0.666666666666667,-0.70337908794151,24,3028,458,0.4125749025397022,0.31914616294692094,0.36586053274331154,0,-0.3008061339233554,-0.4512092008850329
171850,Norte,Tocantins,Recursolândia,Menor porte,Não municipalizado,0.666666666666667,-1.03259231719103,24,4293,655.3333333333334,0.5849352894989899,0.4566530977828578,0.5207941936409238,1,-0.14587247302574313,-0.2188087095386146
210975,Nordeste,Maranhão,Santa Filomena do Maranhão,Menor porte,Não municipalizado,1.333333333333333,-0.887025848803517,24,7772.666666666667,1099,1.059051252468161,0.7658114259359523,0.9124313392020567,1,-0.4209019941312764,-0.31567649559845734
230290,Nordeste,Ceará,Capistrano,Menor porte,Não municipalizado,4,-0.711958014560088,24,17772.333333333332,4217,2.4215385379468626,2.9385139064348595,2.680026222190861,3,-1.319973777809139,-0.32999344445228473
230365,Nordeste,Ceará,Catunda,Menor porte,Não municipalizado,2.333333333333333,-0.491398072828009,24,10385,2306.3333333333335,1.414990212310042,1.6071123008950117,1.511051256602527,2,-0.8222820767308061,-0.35240660431320264
231335,Nordeste,Ceará,Tejuçuoca,Menor porte,Não municipalizado,4,-0.598529543895895,24,19185.333333333332,3771,2.6140644089140355,2.6277296516874213,2.6208970303007284,3,-1.3791029696992716,-0.3447757424248179
240040,Nordeste,Rio Grande do Norte,Água Nova,Menor porte,Não municipalizado,0.666666666666667,-1.09148450658,24,3251.3333333333335,961,0.4430047995786278,0.6696494816419019,0.5563271406102648,1,-0.11033952605640218,-0.1655092890846032
