codigo,sigla_uf,nome,regiao,porte,media_mortes,municipalizacao,cluster_A,cluster_B,cluster_C,PC1
210547,MA,Jenipapo dos Vieiras,Nordeste,Menor porte,1.3333333333333333,Não municipalizado,3,1,1,0.496943516353645
210560,MA,Joselândia,Nordeste,Menor porte,2.6666666666666665,Não municipalizado,1,1,1,-0.33135587998865
210565,MA,Junco do Maranhão,Nordeste,Menor porte,1,Não municipalizado,2,1,1,-1.53469855701527
210580,MA,Lago do Junco,Nordeste,Menor porte,0.6666666666666666,Não municipalizado,1,1,1,0.43718355871988
210590,MA,Lago Verde,Nordeste,Menor porte,0.3333333333333333,Não municipalizado,1,1,1,1.41274186106793
210592,MA,Lagoa do Mato,Nordeste,Menor porte,2,Não municipalizado,2,1,1,-2.00381038452884
210596,MA,Lagoa Grande do Maranhão,Nordeste,Menor porte,2.6666666666666665,Não municipalizado,2,1,1,-2.00213684350735
210598,MA,Lajeado Novo,Nordeste,Menor porte,3,Não municipalizado,2,1,1,-3.46992979193902
210600,MA,Lima Campos,Nordeste,Menor porte,3.3333333333333335,Não municipalizado,2,1,1,-1.77069095063439
210610,MA,Loreto,Nordeste,Menor porte,1.6666666666666667,Municipalizado,2,1,1,-1.45153443015101
210620,MA,Luís Domingues,Nordeste,Menor porte,1.3333333333333333,Não municipalizado,2,1,1,-2.29741794484285
210630,MA,Magalhães de Almeida,Nordeste,Menor porte,0.3333333333333333,Não municipalizado,1,1,1,1.24681060957774
210637,MA,Maranhãozinho,Nordeste,Menor porte,1,Não municipalizado,1,1,1,0.0543985079573237
210640,MA,Mata Roma,Nordeste,Menor porte,1.6666666666666667,Não municipalizado,1,1,1,0.456093712742406
210667,MA,Milagres do Maranhão,Nordeste,Menor porte,0.3333333333333333,Não municipalizado,3,1,1,0.804504163905393
210680,MA,Mirinzal,Nordeste,Menor porte,2.3333333333333335,Não municipalizado,1,1,1,-0.989732386142754
210700,MA,Montes Altos,Nordeste,Menor porte,3,Não municipalizado,2,1,1,-2.6003914290046
210710,MA,Morros,Nordeste,Menor porte,3.3333333333333335,Municipalizado,2,1,1,-1.50082596618799
